results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	count	count_change	count_label
1243	ritonavir	1.9	1.69	2.13	2.5e-23	296	43250	31657	8789136	1243	ritonavir	hiv infection	1.25	1.02	1.52	0.027	223	28108	193	30367	1243	ritonavir	hiv infection	42	57.3	0	0	73.53	1	0	1237	1	2334	1243	ritonavir	hiv infection	0	0	81.65	1	0	1881	1	3942	1243	ritonavir	hiv infection	0	0	7.03	0.51	0	1499	2	1978	1243	ritonavir	hiv infection	-16.97	4.26601759260736e-08	2173.03	0.99	0.04	0.04	0.36	-1.66	1.26	0.19	65	497	464
1296	saquinavir	2.22	1.24	3.67	0.0054	15	1870	31938	8830516	1296	saquinavir	hiv infection	1.6	0.84	2.77	0.11	13	1158	403	57317	1296	saquinavir	hiv infection	42	57.3	0	0	2686.37	1	0	49	1	3522	1296	saquinavir	hiv infection	0	0	3596.66	1	0	59	1	5764	1296	saquinavir	hiv infection	0	0	787.13	1	0	24	2	3453	1296	saquinavir	hiv infection	-12.23	4.88178317563535e-06	1907.31	0.99	0.04	0.04	0.3	-1.57	1.27	0.22	65	497	464
1232	saquinavir mesylate	2.22	1.01	4.23	0.024	9	1122	31944	8831264	1232	saquinavir mesylate	hiv infection	1.29	0.47	2.84	0.48	6	658	410	57817	1232	saquinavir mesylate	hiv infection	42	57.3	0	0	5978.74	1	0	21	1	3550	1232	saquinavir mesylate	hiv infection	0	0	6739.17	1	0	30	1	5793	1232	saquinavir mesylate	hiv infection	0	0	857.44	1	0	22	2	3455	1232	saquinavir mesylate	hiv infection	-12.72	2.99070922407963e-06	2241.81	1	0.05	0.04	0.3	-1.59	1.27	0.21	65	497	464
1249	sparfloxacin	23.84	7.46	58.88	3.6e-06	5	58	31948	8832328	1249	sparfloxacin	hiv infection	18.45	3.53	61.52	0.00081	3	23	413	58452	1249	sparfloxacin	hiv infection	42	57.3	0	0	Inf	1	0	0	1	3571	1249	sparfloxacin	hiv infection	0	0	Inf	1	0	0	1	5823	1249	sparfloxacin	hiv infection	0	0	Inf	1	0	0	2	3477	1249	sparfloxacin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	497	464
1166	stavudine	3.73	3.04	4.54	1e-27	102	7572	31851	8824814	1166	stavudine	hiv infection	2.27	1.75	2.92	3.3e-09	77	5314	339	53161	1166	stavudine	hiv infection	42	57.3	0	0	1339.54	1	0	99	1	3472	1166	stavudine	hiv infection	0	0	1180.03	1	0	183	1	5640	1166	stavudine	hiv infection	0	0	75.24	1	0	230	2	3247	1166	stavudine	hiv infection	-14.36	5.80137901766728e-07	2309.75	1	0.04	0.04	0.33	-1.58	1.27	0.21	65	497	464
19	sulfadiazine	9.06	6.41	12.47	6.7e-24	39	1191	31914	8831195	19	sulfadiazine	hiv infection	0	0	4.09	1	0	129	416	58346	19	sulfadiazine	hiv infection	42	57.3	0	0	4.5036e+15	1	0	4	1	3567	19	sulfadiazine	hiv infection	0	0	16384	1	0	8	1	5815	19	sulfadiazine	hiv infection	0	0	7169.19	1	0	3	2	3474	19	sulfadiazine	hiv infection	-10.17	3.83023234165555e-05	1885.24	1	0.04	0.04	0.3	-1.58	1.27	0.21	65	497	464
819	sulfadoxine	0	0	3.16	0.64	0	325	31953	8832061	819	sulfadoxine	hiv infection	0	0	10.58	1	0	51	416	58424	819	sulfadoxine	hiv infection	42	57.3	0	0	Inf	1	0	0	1	3571	819	sulfadoxine	hiv infection	0	0	4.5036e+15	1	0	4	1	5819	819	sulfadoxine	hiv infection	0	0	4.5036e+15	1	0	1	2	3476	819	sulfadoxine	hiv infection	-9.22	9.9038687632427e-05	1699.91	1	0.04	0.04	0.3	-1.58	1.27	0.21	65	497	464
1664	tenofovir	1.56	1.25	1.93	0.00013	85	15061	31868	8817325	1664	tenofovir	hiv infection	0.92	0.69	1.2	0.6	64	9655	352	48820	1664	tenofovir	hiv infection	42	57.3	0	0	148.91	1	0	740	1	2831	1664	tenofovir	hiv infection	0	0	157.78	1	0	1152	1	4671	1664	tenofovir	hiv infection	0	0	16.2	1	0	861	2	2616	1664	tenofovir	hiv infection	-15.74	1.45950253901596e-07	1705.15	0.99	0.04	0.04	0.32	-1.63	1.27	0.2	65	497	464
2141	tenofovir alafenamide fumarate	0	0	3.06	0.64	0	335	31953	8832051	2141	tenofovir alafenamide fumarate	hiv infection	0	0	3.71	0.63	0	142	416	58333	2141	tenofovir alafenamide fumarate	hiv infection	42	57.3	0	0	2740.68	1	0	48	1	3523	2141	tenofovir alafenamide fumarate	hiv infection	0	0	2500.49	1	0	86	1	5737	2141	tenofovir alafenamide fumarate	hiv infection	0	0	687.07	1	0	27	2	3450	2141	tenofovir alafenamide fumarate	hiv infection	-12.56	3.50962978643293e-06	1580.7	0.99	0.04	0.04	0.3	-1.58	1.27	0.21	65	497	464
2162	tenofovir disoproxil	0.93	0.61	1.34	0.78	28	8366	31925	8824020	2162	tenofovir disoproxil	hiv infection	0.6	0.37	0.91	0.012	23	5232	393	53243	2162	tenofovir disoproxil	hiv infection	42	57.3	0	0	264.74	1	0	457	1	3114	2162	tenofovir disoproxil	hiv infection	0	0	276.15	1	0	718	1	5105	2162	tenofovir disoproxil	hiv infection	0	0	28.62	1	0	546	2	2931	2162	tenofovir disoproxil	hiv infection	-15.64	1.61299976097801e-07	2153.85	0.99	0.04	0.04	0.31	-1.6	1.27	0.21	65	497	464
1452	tenofovir disoproxil fumarate	1.17	1	1.37	0.047	165	38969	31788	8793417	1452	tenofovir disoproxil fumarate	hiv infection	0.63	0.51	0.79	1.5e-05	126	23760	290	34715	1452	tenofovir disoproxil fumarate	hiv infection	42	57.3	0	0	37.54	0.49	0	1820	1	1751	1452	tenofovir disoproxil fumarate	hiv infection	0	0	38.21	0.49	0	2942	1	2881	1452	tenofovir disoproxil fumarate	hiv infection	Inf	0.23	Inf	0.2	2	1565	0	1912	1452	tenofovir disoproxil fumarate	hiv infection	0.84	2.31636697678109	1.23	0.49	0.05	0.04	0.3	-1.61	1.27	0.2	65	497	464
1539	tipranavir	3.13	2.07	4.53	3e-07	28	2476	31925	8829910	1539	tipranavir	hiv infection	1.08	0.6	1.81	0.78	15	1958	401	56517	1539	tipranavir	hiv infection	42	57.3	0	0	6250.08	1	0	20	1	3551	1539	tipranavir	hiv infection	0	0	9223.92	1	0	21	1	5802	1539	tipranavir	hiv infection	0	0	942.77	1	0	20	2	3457	1539	tipranavir	hiv infection	-11.62	8.98458703848324e-06	1603.53	0.99	0.04	0.04	0.3	-1.58	1.27	0.21	65	497	464
594	trimethoprim	2.16	1.97	2.36	8.6e-52	500	64605	31453	8767781	594	trimethoprim	hiv infection	3.42	2.72	4.27	7.5e-23	109	5504	307	52971	594	trimethoprim	hiv infection	42	57.3	0	0	683	1	0	191	1	3380	594	trimethoprim	hiv infection	0	0	707.7	1	0	301	1	5522	594	trimethoprim	hiv infection	0	0	132.31	1	0	135	2	3342	594	trimethoprim	hiv infection	-14.35	5.85968384611342e-07	2217.36	0.99	0.04	0.04	0.31	-1.57	1.27	0.22	65	497	464
72	trisulfapyrimidines\>	9.04	6.39	12.44	7.3e-24	39	1194	31914	8831192	72	trisulfapyrimidines\>	hiv infection	0	0	4.09	1	0	129	416	58346	72	trisulfapyrimidines\>	hiv infection	42	57.3	0	0	4.5036e+15	1	0	4	1	3567	72	trisulfapyrimidines\>	hiv infection	0	0	16384	1	0	8	1	5815	72	trisulfapyrimidines\>	hiv infection	0	0	7169.19	1	0	3	2	3474	72	trisulfapyrimidines\>	hiv infection	-10.17	3.83023234165555e-05	1885.24	1	0.04	0.04	0.3	-1.58	1.27	0.21	65	497	464
1113	zalcitabine	4.8	1.55	11.33	0.0045	5	288	31948	8832098	1113	zalcitabine	hiv infection	2.72	0.73	7.12	0.064	4	208	412	58267	1113	zalcitabine	hiv infection	42	57.3	0	0	9798.73	1	0	12	1	3559	1113	zalcitabine	hiv infection	0	0	8526.18	1	0	23	1	5800	1113	zalcitabine	hiv infection	0	0	4321.89	1	0	5	2	3472	1113	zalcitabine	hiv infection	-10.91	1.82745714988258e-05	1978.42	1	0.04	0.04	0.3	-1.58	1.27	0.21	65	497	464
996	zidovudine	2.57	2.23	2.95	6.9e-32	208	22433	31745	8809953	996	zidovudine	hiv infection	2.02	1.64	2.48	2.9e-11	154	13182	262	45293	996	zidovudine	hiv infection	42	57.3	0	0	446.67	1	0	285	1	3286	996	zidovudine	hiv infection	0	0	405.54	1	0	508	1	5315	996	zidovudine	hiv infection	0	0	23.86	1	0	635	2	2842	996	zidovudine	hiv infection	-15.53	1.80055626083516e-07	2273.41	0.99	0.04	0.04	0.37	-1.61	1.26	0.2	65	497	464
21	alcohol	2.17	1.71	2.71	1.1e-09	78	9948	31875	8822438	21	alcohol	depression	1.21	0.55	2.31	0.58	9	830	1834	204483	21	alcohol	depression	0	84.6	0	0	18.25	1	0	56	136	35980	21	alcohol	depression	0	0	75.57	1	0	23	27	11034	21	alcohol	depression	0	0	24.98	1	0	35	117	25903	21	alcohol	depression	-11.1	1.5112323819855e-05	311.94	0.97	-0.01	0	0	-0.64	0.21	0	52	549	523
731	amoxapine	7.72	4.29	12.86	3.1e-09	15	537	31938	8831849	731	amoxapine	depression	2.47	0.66	6.43	0.084	4	181	1839	205132	731	amoxapine	depression	0	84.6	0	0	185.41	1	0	7	136	36029	731	amoxapine	depression	0	0	639.84	1	0	4	27	11053	731	amoxapine	depression	0	0	538.33	1	0	3	117	25935	731	amoxapine	depression	-8.83	0.000146278239484437	330.52	0.98	-0.01	0	0	-0.64	0.21	0	52	549	523
1472	aripiprazole	1.11	0.98	1.26	0.1	240	59684	31713	8772702	1472	aripiprazole	depression	0.45	0.31	0.63	1.7e-07	35	8448	1808	196865	1472	aripiprazole	depression	0	84.6	0.71	0.23	1.7	0.56	5	1838	131	34198	1472	aripiprazole	depression	1.45	0.17	5.84	0.65	2	578	25	10479	1472	aripiprazole	depression	0.51	0.1	1.52	0.39	3	1282	114	24656	1472	aripiprazole	depression	-0.46	0.631283645506926	0.46	0.31	-0.01	0	0	-0.64	0.21	0	52	549	523
832	bupropion	2.32	2.15	2.5	1.5e-82	691	83356	31262	8749030	832	bupropion	depression	1.07	0.92	1.23	0.37	216	22710	1627	182603	832	bupropion	depression	0	84.6	0.58	0.25	1.18	0.15	8	3502	128	32534	832	bupropion	depression	1.83	0.46	5.38	0.29	4	958	23	10099	832	bupropion	depression	0.41	0.13	0.98	0.042	5	2564	112	23374	832	bupropion	depression	-0.49	0.612626394184416	0.34	0.16	-0.01	0	0	-0.64	0.21	0	52	549	523
370	chlordiazepoxide	2.17	1.56	2.94	6.5e-06	42	5346	31911	8827040	370	chlordiazepoxide	depression	2.09	0.95	4.01	0.046	9	481	1834	204832	370	chlordiazepoxide	depression	0	84.6	0	0	11.08	1	0	91	136	35945	370	chlordiazepoxide	depression	0	0	87.99	1	0	20	27	11037	370	chlordiazepoxide	depression	0	0	11.48	1	0	74	117	25864	370	chlordiazepoxide	depression	-12	6.14421235332821e-06	405.78	0.98	-0.01	0	0	-0.64	0.21	0	52	549	523
392	chlorprothixene	1.65	0.2	5.99	0.34	2	336	31951	8832050	392	chlorprothixene	depression	2.42	0.06	14.21	0.34	1	46	1842	205267	392	chlorprothixene	depression	0	84.6	0	0	291.01	1	0	5	136	36031	392	chlorprothixene	depression	0	0	12781.74	1	0	1	27	11056	392	chlorprothixene	depression	0	0	338.17	1	0	4	117	25934	392	chlorprothixene	depression	-9.27	9.42085138398996e-05	392.66	0.98	-0.01	0	0	-0.64	0.21	0	52	549	523
1293	citalopram	1.54	1.4	1.69	1.3e-18	484	87343	31469	8745043	1293	citalopram	depression	0.53	0.43	0.65	2.5e-11	100	19994	1743	185319	1293	citalopram	depression	0	84.6	0.77	0.37	1.42	0.48	11	3711	125	32325	1293	citalopram	depression	3.53	1.34	8.48	0.0058	8	1177	19	9880	1293	citalopram	depression	0.23	0.05	0.69	0.0032	3	2658	114	23280	1293	citalopram	depression	-0.32	0.726149037073691	0.31	0.31	-0.01	0	0	-0.64	0.21	0	52	549	523
1045	clomipramine	1.97	1.39	2.71	0.00014	38	5326	31915	8827060	1045	clomipramine	depression	1.51	0.87	2.43	0.098	17	1260	1826	204053	1045	clomipramine	depression	0	84.6	0	0	5.35	1	0	186	136	35850	1045	clomipramine	depression	0	0	29.11	1	0	57	27	11000	1045	clomipramine	depression	0	0	6.21	1	0	135	117	25803	1045	clomipramine	depression	-12.02	6.02254879724729e-06	283.26	0.97	-0.01	0	0	-0.64	0.21	0	52	549	523
631	clonazepam	2.43	2.26	2.61	5.6e-102	780	89879	31173	8742507	631	clonazepam	depression	1.41	1.19	1.67	9.6e-05	152	12277	1691	193036	631	clonazepam	depression	0	84.6	1.2	0.56	2.28	0.59	10	2242	126	33794	631	clonazepam	depression	0.72	0.02	4.41	1	1	560	26	10497	631	clonazepam	depression	1.19	0.53	2.35	0.57	9	1694	108	24244	631	clonazepam	depression	0.13	1.13882838332462	0.33	0.69	-0.01	0	0	-0.64	0.21	0	52	549	523
583	clorazepate dipotassium	2.59	1.84	3.55	2.1e-07	39	4164	31914	8828222	583	clorazepate dipotassium	depression	1.73	0.69	3.6	0.13	7	451	1836	204862	583	clorazepate dipotassium	depression	0	84.6	0	0	23.46	1	0	44	136	35992	583	clorazepate dipotassium	depression	0	0	105.35	1	0	17	27	11040	583	clorazepate dipotassium	depression	0	0	29.41	1	0	30	117	25908	583	clorazepate dipotassium	depression	-10.86	1.92115288153726e-05	347.24	0.98	-0.01	0	0	-0.64	0.21	0	52	549	523
445	desipramine	1.24	0.4	2.9	0.61	5	1115	31948	8831271	445	desipramine	depression	0.61	0.02	3.42	1	1	184	1842	205129	445	desipramine	depression	0	84.6	0	0	31.68	1	0	33	136	36003	445	desipramine	depression	0	0	639.84	1	0	4	27	11053	445	desipramine	depression	0	0	30.49	1	0	29	117	25909	445	desipramine	depression	-10.98	1.70390975269345e-05	415.81	0.98	-0.01	0	0	-0.64	0.21	0	52	549	523
2044	desvenlafaxine	0.94	0.19	2.77	1	3	878	31950	8831508	2044	desvenlafaxine	depression	1.17	0.14	4.28	0.69	2	191	1841	205122	2044	desvenlafaxine	depression	0	84.6	0	0	14.5	1	0	70	136	35966	2044	desvenlafaxine	depression	0	0	83.44	1	0	21	27	11036	2044	desvenlafaxine	depression	0	0	17.57	1	0	49	117	25889	2044	desvenlafaxine	depression	-11.08	1.54176130119344e-05	285.16	0.97	-0.01	0	0	-0.64	0.21	0	52	549	523
2077	desvenlafaxine fumarate	0.95	0.2	2.78	1	3	874	31950	8831512	2077	desvenlafaxine fumarate	depression	1.18	0.14	4.32	0.69	2	189	1841	205124	2077	desvenlafaxine fumarate	depression	0	84.6	0	0	14.71	1	0	69	136	35967	2077	desvenlafaxine fumarate	depression	0	0	83.44	1	0	21	27	11036	2077	desvenlafaxine fumarate	depression	0	0	17.95	1	0	48	117	25890	2077	desvenlafaxine fumarate	depression	-11.08	1.54176130119344e-05	287.19	0.97	-0.01	0	0	-0.64	0.21	0	52	549	523
1575	desvenlafaxine succinate	0.97	0.76	1.22	0.82	72	20605	31881	8811781	1575	desvenlafaxine succinate	depression	0.56	0.41	0.76	4.9e-05	44	8565	1799	196748	1575	desvenlafaxine succinate	depression	0	84.6	0.44	0.05	1.63	0.33	2	1180	134	34856	1575	desvenlafaxine succinate	depression	0	0	6.29	1	0	253	27	10804	1575	desvenlafaxine succinate	depression	0.46	0.06	1.72	0.45	2	937	115	25001	1575	desvenlafaxine succinate	depression	-0.9	0.406569659740599	0.71	0.21	-0.01	0	0	-0.64	0.21	0	52	549	523
541	doxepin	1.41	1.02	1.89	0.031	44	8645	31909	8823741	541	doxepin	depression	0.55	0.2	1.21	0.17	6	1208	1837	204105	541	doxepin	depression	0	84.6	3.98	0.8	12.05	0.043	3	203	133	35833	541	doxepin	depression	0	0	22.23	1	0	74	27	10983	541	doxepin	depression	5.18	1.04	15.87	0.023	3	131	114	25807	541	doxepin	depression	1.41	4.09595540407118	0.59	0.02	-0.01	0	0	-0.64	0.21	0	52	549	523
1469	duloxetine	1.8	1.66	1.94	8.2e-42	656	101896	31297	8730490	1469	duloxetine	depression	0.98	0.86	1.13	0.86	238	26877	1605	178436	1469	duloxetine	depression	0	84.6	0.82	0.48	1.35	0.49	19	5933	117	30103	1469	duloxetine	depression	0.5	0.06	2	0.57	2	1529	25	9528	1469	duloxetine	depression	0.8	0.45	1.35	0.46	17	4532	100	21406	1469	duloxetine	depression	-0.26	0.771051585803566	0.25	0.29	-0.01	0	0	-0.65	0.21	0	52	549	523
1261	emedastine difumarate	0	0	31.71	1	0	34	31953	8832352	1261	emedastine difumarate	depression	0	0	121.34	1	0	5	1843	205308	1261	emedastine difumarate	depression	0	84.6	0	0	Inf	1	0	0	136	36036	1261	emedastine difumarate	depression	0	0	Inf	1	0	0	27	11057	1261	emedastine difumarate	depression	0	0	Inf	1	0	0	117	25938	1261	emedastine difumarate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
1443	escitalopram oxalate	2.21	2.03	2.4	1.8e-60	556	70235	31397	8762151	1443	escitalopram oxalate	depression	1.13	0.96	1.33	0.12	175	17388	1668	187925	1443	escitalopram oxalate	depression	0	84.6	0.89	0.41	1.69	0.88	10	2959	126	33077	1443	escitalopram oxalate	depression	0.93	0.11	3.74	1	2	876	25	10181	1443	escitalopram oxalate	depression	0.91	0.4	1.79	1	9	2185	108	23753	1443	escitalopram oxalate	depression	-0.08	0.923116346386636	0.31	0.8	-0.01	0	0	-0.64	0.21	0	52	549	523
889	fluoxetine	2.22	2.04	2.4	1e-67	620	78102	31333	8754284	889	fluoxetine	depression	0.9	0.75	1.06	0.21	153	18828	1690	186485	889	fluoxetine	depression	0	84.6	0.92	0.48	1.63	0.89	13	3715	123	32321	889	fluoxetine	depression	0.36	0.01	2.18	0.51	1	1076	26	9981	889	fluoxetine	depression	1.29	0.69	2.23	0.36	15	2663	102	23275	889	fluoxetine	depression	0.04	1.04081077419239	0.27	0.88	-0.01	0	0	-0.64	0.21	0	52	549	523
1130	fluvoxamine maleate	4.88	3.83	6.12	7.9e-28	76	4314	31877	8828072	1130	fluvoxamine maleate	depression	4.14	2.95	5.68	2.6e-13	41	1121	1802	204192	1130	fluvoxamine maleate	depression	0	84.6	0	0	13.69	1	0	74	136	35962	1130	fluvoxamine maleate	depression	0	0	75.57	1	0	23	27	11034	1130	fluvoxamine maleate	depression	0	0	15.88	1	0	54	117	25884	1130	fluvoxamine maleate	depression	-11.03	1.62080909345575e-05	271.42	0.97	-0.01	0	0	-0.64	0.21	0	52	549	523
246	hydroxyzine	2.41	2.14	2.71	1.4e-38	289	33322	31664	8799064	246	hydroxyzine	depression	1.31	0.9	1.85	0.13	33	2823	1810	202490	246	hydroxyzine	depression	0	84.6	1.54	0.31	4.62	0.45	3	521	133	35515	246	hydroxyzine	depression	2.82	0.07	17.37	0.31	1	149	26	10908	246	hydroxyzine	depression	1.17	0.14	4.36	0.69	2	379	115	25559	246	hydroxyzine	depression	0.37	1.44773461466332	0.59	0.53	-0.01	0	0	-0.64	0.21	0	52	549	523
336	imipramine	2.56	1.88	3.41	2.8e-08	47	5085	31906	8827301	336	imipramine	depression	1.67	0.88	2.87	0.071	13	872	1830	204441	336	imipramine	depression	0	84.6	2.49	0.06	14.39	0.33	1	107	135	35929	336	imipramine	depression	0	0	63.57	1	0	27	27	11030	336	imipramine	depression	2.72	0.07	15.88	0.31	1	82	116	25856	336	imipramine	depression	0.89	2.43512965128987	1.01	0.38	-0.01	0	0	-0.64	0.21	0	52	549	523
582	imipramine pamoate	0	0	6.25	1	0	165	31953	8832221	582	imipramine pamoate	depression	0	0	10.5	1	0	41	1843	205272	582	imipramine pamoate	depression	0	84.6	0	0	1421.72	1	0	2	136	36034	582	imipramine pamoate	depression	0	0	12781.74	1	0	1	27	11056	582	imipramine pamoate	depression	0	0	7617.1	1	0	1	117	25937	582	imipramine pamoate	depression	-7.64	0.000480828452058381	377.21	0.98	-0.01	0	0	-0.64	0.21	0	52	549	523
348	isocarboxazid	5.32	0.13	30.95	0.17	1	52	31952	8832334	348	isocarboxazid	depression	5.31	0.13	33	0.18	1	21	1842	205292	348	isocarboxazid	depression	0	84.6	66.64	1.35	684.31	0.019	1	4	135	36032	348	isocarboxazid	depression	415.1	5.22	16384	0.0049	1	1	26	11056	348	isocarboxazid	depression	0	0	538.33	1	0	3	117	25935	348	isocarboxazid	depression	4.38	79.8380334050845	1.13	0	-0.01	0	0	-0.65	0.21	0	52	549	523
2050	levomilnacipran	0.39	0.01	2.18	0.53	1	708	31952	8831678	2050	levomilnacipran	depression	0.5	0.01	2.8	0.73	1	224	1842	205089	2050	levomilnacipran	depression	0	84.6	1.9	0.05	10.93	0.41	1	140	135	35896	2050	levomilnacipran	depression	0	0	34.81	1	0	48	27	11009	2050	levomilnacipran	depression	2.4	0.06	13.95	0.35	1	93	116	25845	2050	levomilnacipran	depression	0.6	1.82211880039051	1.01	0.55	-0.01	0	0	-0.64	0.21	0	52	549	523
1795	loracarbef	2.25	0.06	12.76	0.36	1	123	31952	8832263	1795	loracarbef	depression	0	0	94.76	1	0	6	1843	205307	1795	loracarbef	depression	0	84.6	0	0	Inf	1	0	0	136	36036	1795	loracarbef	depression	0	0	Inf	1	0	0	27	11057	1795	loracarbef	depression	0	0	Inf	1	0	0	117	25938	1795	loracarbef	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
636	maprotiline	6.36	4.01	9.6	1e-11	23	1000	31930	8831386	636	maprotiline	depression	2.18	0.87	4.55	0.047	7	358	1836	204955	636	maprotiline	depression	0	84.6	0	0	36.38	1	0	29	136	36007	636	maprotiline	depression	0	0	463.57	1	0	5	27	11052	636	maprotiline	depression	0	0	35.74	1	0	25	117	25913	636	maprotiline	depression	-10.04	4.36197730540527e-05	264.29	0.97	-0.01	0	0	-0.64	0.21	0	52	549	523
109	methantheline bromide	6.14	0.15	36.01	0.15	1	45	31952	8832341	109	methantheline bromide	depression	0	0	33.61	1	0	14	1843	205299	109	methantheline bromide	depression	0	84.6	0	0	Inf	1	0	0	136	36036	109	methantheline bromide	depression	0	0	Inf	1	0	0	27	11057	109	methantheline bromide	depression	0	0	Inf	1	0	0	117	25938	109	methantheline bromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
347	methdilazine	0	0	301.25	1	0	5	31953	8832381	347	methdilazine	depression	0	0	589.74	1	0	2	1843	205311	347	methdilazine	depression	0	84.6	0	0	Inf	1	0	0	136	36036	347	methdilazine	depression	0	0	Inf	1	0	0	27	11057	347	methdilazine	depression	0	0	Inf	1	0	0	117	25938	347	methdilazine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
2061	methylene blue	1.06	0.13	3.84	0.71	2	523	31951	8831863	2061	methylene blue	depression	0	0	4.28	1	0	98	1843	205215	2061	methylene blue	depression	0	84.6	0	0	37.75	1	0	28	136	36008	2061	methylene blue	depression	0	0	142.15	1	0	13	27	11044	2061	methylene blue	depression	0	0	62.69	1	0	15	117	25923	2061	methylene blue	depression	-9.85	5.27471930155139e-05	273.49	0.97	-0.01	0	0	-0.64	0.21	0	52	549	523
1167	mirtazapine	2.59	2.33	2.87	4.2e-56	372	39960	31581	8792426	1167	mirtazapine	depression	1.59	1.34	1.88	2.5e-07	152	10968	1691	194345	1167	mirtazapine	depression	0	84.6	3.61	2.14	5.79	2.7e-06	21	1737	115	34299	1167	mirtazapine	depression	2.91	0.86	7.89	0.043	5	802	22	10255	1167	mirtazapine	depression	4.4	2.49	7.35	1e-06	18	1030	99	24908	1167	mirtazapine	depression	1.43	4.17869919192325	0.23	0	-0.01	0	0	-0.73	0.22	0	52	549	523
584	molindone	0	0	12.72	1	0	82	31953	8832304	584	molindone	depression	0	0	25.36	1	0	18	1843	205295	584	molindone	depression	0	84.6	0	0	8897.37	1	0	1	136	36035	584	molindone	depression	0	0	12781.74	1	0	1	27	11056	584	molindone	depression	0	0	Inf	1	0	0	117	25938	584	molindone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
1100	nefazodone	7.59	5.98	9.51	6.8e-41	78	2845	31875	8829541	1100	nefazodone	depression	1.74	0.95	2.94	0.049	14	899	1829	204414	1100	nefazodone	depression	0	84.6	0	0	40.85	1	0	26	136	36010	1100	nefazodone	depression	0	0	192.3	1	0	10	27	11047	1100	nefazodone	depression	0	0	58.23	1	0	16	117	25922	1100	nefazodone	depression	-9.87	5.1702728614462e-05	283.46	0.97	-0.01	0	0	-0.64	0.21	0	52	549	523
458	nortriptyline	2.07	1.66	2.55	1.2e-09	88	11765	31865	8820621	458	nortriptyline	depression	1.81	1.14	2.73	0.01	23	1424	1820	203889	458	nortriptyline	depression	0	84.6	1.06	0.03	6.09	0.61	1	249	135	35787	458	nortriptyline	depression	5.21	0.13	32.49	0.18	1	81	26	10976	458	nortriptyline	depression	0	0	4.79	1	0	174	117	25764	458	nortriptyline	depression	0.04	1.04081077419239	1.01	0.97	-0.01	0	0	-0.64	0.21	0	52	549	523
468	oxazepam	2.13	1.63	2.74	1.2e-07	62	8050	31891	8824336	468	oxazepam	depression	0.71	0.23	1.67	0.57	5	782	1838	204531	468	oxazepam	depression	0	84.6	0	0	8.29	1	0	121	136	35915	468	oxazepam	depression	0	0	39.93	1	0	42	27	11015	468	oxazepam	depression	0	0	10.59	1	0	80	117	25858	468	oxazepam	depression	-11.96	6.39496241626996e-06	354.41	0.97	-0.01	0	0	-0.64	0.21	0	52	549	523
1067	paroxetine	4.4	4.16	4.65	0	1331	86362	30622	8746024	1067	paroxetine	depression	2.73	2.44	3.04	5.7e-63	449	21682	1394	183631	1067	paroxetine	depression	0	84.6	0.56	0.15	1.48	0.33	4	1840	132	34196	1067	paroxetine	depression	0	0	2.71	0.4	0	569	27	10488	1067	paroxetine	depression	0.66	0.18	1.73	0.53	4	1325	113	24613	1067	paroxetine	depression	-0.63	0.532591801006897	0.51	0.21	-0.01	0	0	-0.64	0.21	0	52	549	523
