results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex
469	levomepromazine	1.31	1	1.68	0.041	63	2249	185361	8676666	469	levomepromazine	schizophrenia	0.45	0.12	1.16	0.12	4	448	1184	59403	469	levomepromazine	schizophrenia	18.4	68	0	0	2.42	0.41	0	59	204	7577	469	levomepromazine	schizophrenia	0	0	3.84	0.63	0	42	128	5274	469	levomepromazine	schizophrenia	0	0	6.49	1	0	21	100	3322	469	levomepromazine	schizophrenia	-12.9	2.49805032586663e-06	301.44	0.97	-0.01	0	0	-0.25	0.14	0.06
470	metaproterenol	5.3	3.65	7.5	1.3e-14	36	318	185388	8678597	470	metaproterenol	asthma	1.83	0.37	5.62	0.24	3	56	2947	100412	470	metaproterenol	asthma	6	72.9	0	0	240.42	1	0	2	375	16900	470	metaproterenol	asthma	0	0	2118.8	1	0	1	112	6292	470	metaproterenol	asthma	0	0	1792.89	1	0	1	311	14708	470	metaproterenol	asthma	-8.6	0.000184105793667579	226.94	0.97	-0.02	0	0	-0.32	0.11	0
471	haloperidol	1.69	1.58	1.81	1.7e-46	907	25175	184517	8653740	471	haloperidol	schizophrenia	1.15	0.92	1.42	0.2	93	4129	1095	55722	471	haloperidol	schizophrenia	18.4	68	0.79	0.37	1.5	0.55	10	467	194	7169	471	haloperidol	schizophrenia	1.21	0.54	2.41	0.57	9	312	119	5004	471	haloperidol	schizophrenia	0.45	0.09	1.36	0.21	3	217	97	3126	471	haloperidol	schizophrenia	-0.16	0.852143788966211	0.3	0.59	-0.01	0	0	-0.26	0.14	0.06
472	haloperidol lactate	1.69	1.58	1.81	1.7e-46	907	25175	184517	8653740	472	haloperidol lactate	schizophrenia	1.15	0.92	1.42	0.2	93	4129	1095	55722	472	haloperidol lactate	schizophrenia	18.4	68	0.79	0.37	1.5	0.55	10	467	194	7169	472	haloperidol lactate	schizophrenia	1.21	0.54	2.41	0.57	9	312	119	5004	472	haloperidol lactate	schizophrenia	0.45	0.09	1.36	0.21	3	217	97	3126	472	haloperidol lactate	schizophrenia	-0.16	0.852143788966211	0.3	0.59	-0.01	0	0	-0.26	0.14	0.06
473	sulfameter	0	0	113.6	1	0	3	185424	8678912	473	sulfameter	diabetes mellitus non-insulin-dependent	0	0	3908.76	1	0	1	229	24443	473	sulfameter	diabetes mellitus non-insulin-dependent	NA	NA	0	0	Inf	1	0	0	0	0	473	sulfameter	diabetes mellitus non-insulin-dependent	0	0	Inf	1	0	0	0	0	473	sulfameter	diabetes mellitus non-insulin-dependent	0	0	Inf	1	0	0	0	0	473	sulfameter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
474	protriptyline	2.93	1.87	4.38	5.2e-06	25	400	185399	8678515	474	protriptyline	narcolepsy	0.77	0.36	1.44	0.56	10	234	1712	30774	474	protriptyline	narcolepsy	17.8	64.2	0.72	0.08	2.76	1	2	50	519	9376	474	protriptyline	narcolepsy	2.03	0.23	8.59	0.28	2	18	159	2903	474	protriptyline	narcolepsy	0	0	1.49	0.18	0	48	418	7753	474	protriptyline	narcolepsy	-0.56	0.571209063848815	0.72	0.44	0	0	0.13	0.03	0.1	0.72
475	amantadine	2.73	2.49	2.99	8.1e-82	510	8753	184914	8670162	475	amantadine	parkinson s disease	1.83	1.52	2.2	1.1e-09	140	2085	939	25632	475	amantadine	parkinson s disease	48	84	1	0.45	1.97	1	9	339	159	6002	475	amantadine	parkinson s disease	1.35	0.48	3.12	0.46	6	182	96	3946	475	amantadine	parkinson s disease	0.76	0.24	1.88	0.68	5	192	95	2790	475	amantadine	parkinson s disease	-0.09	0.913931185271228	0.32	0.77	-0.03	0.01	0	-0.33	0.14	0.02
476	ethynodiol diacetate	10.76	7.85	14.52	2.6e-34	54	235	185370	8678680	476	ethynodiol diacetate	hormone replacement therapy	0	0	15.14	1	0	10	1169	39626	476	ethynodiol diacetate	hormone replacement therapy	33.6	80	0	0	Inf	1	0	0	139	3151	476	ethynodiol diacetate	hormone replacement therapy	0	0	Inf	1	0	0	68	1172	476	ethynodiol diacetate	hormone replacement therapy	0	0	Inf	1	0	0	88	2172	476	ethynodiol diacetate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
477	diphenidol	1.34	0.16	5.01	0.66	2	70	185422	8678845	477	diphenidol	hypertension	0	0	10.49	1	0	16	7825	316667	477	diphenidol	hypertension	36.8	82.7	0	0	Inf	1	0	0	1102	62507	477	diphenidol	hypertension	0	0	Inf	1	0	0	449	31531	477	diphenidol	hypertension	0	0	273.87	1	0	2	777	39913	477	diphenidol	hypertension	-7.09	0.000833397365606696	139.27	0.96	-0.02	0	0	-0.33	0.06	0
478	droperidol	2.58	1.93	3.37	1.3e-09	56	1018	185368	8677897	478	droperidol	anaesthesia	0	0	11.03	1	0	96	25	6543	478	droperidol	anaesthesia	23.5	67.5	0	0	Inf	1	0	10	0	511	478	droperidol	anaesthesia	0	0	Inf	1	0	1	0	387	478	droperidol	anaesthesia	0	0	204.02	1	0	13	2	480	478	droperidol	anaesthesia	-16.99	4.18154478457701e-08	12731.33	1	0	0.03	0.95	-17.08	2445.52	0.99
479	fentanyl citrate	1.51	1.44	1.57	2.6e-72	2272	70885	183152	8608030	479	fentanyl citrate	pain	0.7	0.64	0.76	1.4e-17	555	16099	8514	171785	479	fentanyl citrate	pain	25	79	0.66	0.49	0.86	0.0015	57	2625	1092	33040	479	fentanyl citrate	pain	0.9	0.6	1.31	0.65	30	1209	387	14055	479	fentanyl citrate	pain	0.58	0.4	0.82	0.00099	34	1757	832	24824	479	fentanyl citrate	pain	-0.38	0.683861409212356	0.13	0	-0.01	0	0	-0.16	0.06	0.01
480	meprednisone	2.02	1.14	3.32	0.011	16	371	185408	8678544	480	meprednisone	rheumatoid arthritis	0.91	0.02	5.2	1	1	105	4786	458895	480	meprednisone	rheumatoid arthritis	34.5	75.7	0	0	59.49	1	0	7	1337	114426	480	meprednisone	rheumatoid arthritis	0	0	155.94	1	0	4	248	25319	480	meprednisone	rheumatoid arthritis	0	0	131.51	1	0	4	1239	107732	480	meprednisone	rheumatoid arthritis	-8.02	0.00032882002281404	114.7	0.94	-0.01	0	0	-0.15	0.07	0.04
481	indomethacin	1.68	1.5	1.88	1.1e-17	326	9067	185098	8669848	481	indomethacin	rheumatoid arthritis	2.42	1.62	3.48	2.3e-05	30	1194	4757	457806	481	indomethacin	rheumatoid arthritis	34.5	75.7	0	0	2.77	0.65	0	116	1337	114317	481	indomethacin	rheumatoid arthritis	0	0	10.47	1	0	38	248	25285	481	indomethacin	rheumatoid arthritis	0	0	3.41	0.63	0	96	1239	107640	481	indomethacin	rheumatoid arthritis	-11.07	1.55725625987433e-05	125.62	0.93	-0.01	0	0	-0.15	0.07	0.04
482	allopurinol	0.82	0.77	0.86	7.8e-14	1310	74986	184114	8603929	482	allopurinol	hypertension	0.76	0.66	0.88	9.3e-05	207	10886	7618	305797	482	allopurinol	hypertension	36.8	82.7	0.76	0.52	1.08	0.13	33	2437	1069	60070	482	allopurinol	hypertension	0.56	0.31	0.94	0.024	15	1821	434	29710	482	allopurinol	hypertension	1.06	0.63	1.68	0.81	19	921	758	38994	482	allopurinol	hypertension	-0.12	0.886920436717157	0.18	0.48	-0.02	0	0	-0.33	0.06	0
485	intrinsic factor	0	0	20.87	1	0	10	185424	8678905	485	intrinsic factor	colorectal cancer metastatic	0	0	10352.46	1	0	1	39	12349	485	intrinsic factor	colorectal cancer metastatic	40.2	80	0	0	Inf	1	0	0	13	2065	485	intrinsic factor	colorectal cancer metastatic	0	0	Inf	1	0	0	12	1345	485	intrinsic factor	colorectal cancer metastatic	0	0	Inf	1	0	0	4	948	485	intrinsic factor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
488	ethacrynic acid	2.51	1.38	4.21	0.0016	15	280	185409	8678635	488	ethacrynic acid	hypertension	0.92	0.02	5.4	1	1	44	7824	316639	488	ethacrynic acid	hypertension	36.8	82.7	0	0	137.21	1	0	3	1102	62504	488	ethacrynic acid	hypertension	0	0	2626.42	1	0	1	449	31530	488	ethacrynic acid	hypertension	0	0	124.35	1	0	3	777	39912	488	ethacrynic acid	hypertension	-8.48	0.000207578702717718	160.39	0.96	-0.02	0	0	-0.33	0.06	0
489	ethacrynate sodium	2.4	1.13	4.51	0.012	10	195	185414	8678720	489	ethacrynate sodium	hypertension	1.06	0.03	6.3	0.61	1	38	7824	316645	489	ethacrynate sodium	hypertension	36.8	82.7	0	0	302.34	1	0	2	1102	62505	489	ethacrynate sodium	hypertension	0	0	Inf	1	0	0	449	31531	489	ethacrynate sodium	hypertension	0	0	124.35	1	0	3	777	39912	489	ethacrynate sodium	hypertension	-7.59	0.0005054810539642	112.35	0.95	-0.02	0	0	-0.33	0.06	0
490	thiabendazole	0	0	4.3	1	0	42	185424	8678873	490	thiabendazole	adult t-cell lymphoma/leukaemia	0	0	1228.32	1	0	9	1	288	490	thiabendazole	adult t-cell lymphoma/leukaemia	NA	NA	0	0	Inf	1	0	0	0	0	490	thiabendazole	adult t-cell lymphoma/leukaemia	0	0	Inf	1	0	0	0	33	490	thiabendazole	adult t-cell lymphoma/leukaemia	0	0	Inf	1	0	0	0	34	490	thiabendazole	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
491	clofibrate	3.12	0.82	8.41	0.045	4	60	185420	8678855	491	clofibrate	blood cholesterol increased	0	0	18.2	1	0	9	2615	93860	491	clofibrate	blood cholesterol increased	40	79.1	0	0	40.38	1	0	7	289	16764	491	clofibrate	blood cholesterol increased	0	0	Inf	1	0	0	116	6666	491	clofibrate	blood cholesterol increased	0	0	42.2	1	0	7	207	12514	491	clofibrate	blood cholesterol increased	-9.31	9.05145451756109e-05	202.37	0.96	-0.02	0	0	0.07	0.12	0.52
492	fluphenazine enanthate	0	0	39.79	1	0	6	185424	8678909	492	fluphenazine enanthate	drug exposure during pregnancy	0	0	7453.42	1	0	2	5	6477	492	fluphenazine enanthate	drug exposure during pregnancy	NA	NA	0	0	Inf	1	0	0	0	0	492	fluphenazine enanthate	drug exposure during pregnancy	0	0	Inf	1	0	0	0	0	492	fluphenazine enanthate	drug exposure during pregnancy	0	0	Inf	1	0	0	0	0	492	fluphenazine enanthate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
493	testolactone	0	0	32.47	1	0	7	185424	8678908	493	testolactone	precocious puberty	0	0	2158.34	1	0	1	22	1259	493	testolactone	precocious puberty	9	12	0	0	Inf	1	0	0	4	132	493	testolactone	precocious puberty	0	0	Inf	1	0	0	3	53	493	testolactone	precocious puberty	0	0	Inf	1	0	0	5	252	493	testolactone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
494	clomiphene citrate	1.01	0.66	1.48	0.92	26	1207	185398	8677708	494	clomiphene citrate	ovulation induction	0	0	3.52	0.6	0	207	5	662	494	clomiphene citrate	ovulation induction	34	34	0	0	Inf	1	0	0	0	0	494	clomiphene citrate	ovulation induction	0	0	Inf	1	0	0	0	4	494	clomiphene citrate	ovulation induction	0	0	18.92	1	0	36	2	125	494	clomiphene citrate	ovulation induction	-16.38	7.69584631694713e-08	2946.72	1	0.04	0.13	0.76	-15.07	8865.19	1
495	methenamine hippurate	1.66	1	2.58	0.041	20	565	185404	8678350	495	methenamine hippurate	multiple sclerosis	1.18	0.32	3.12	0.59	4	99	14494	424105	495	methenamine hippurate	multiple sclerosis	29.2	67	0	0	2.76	0.65	0	35	2231	55276	495	methenamine hippurate	multiple sclerosis	0	0	10.28	1	0	11	534	13739	495	methenamine hippurate	multiple sclerosis	0	0	3.31	0.63	0	31	1953	51083	495	methenamine hippurate	multiple sclerosis	-10.32	3.29671152802416e-05	82.61	0.9	0	0	0.56	0.02	0.05	0.74
496	pentazocine lactate	1.7	1.25	2.26	0.00069	49	1349	185375	8677566	496	pentazocine lactate	pain	2.7	1.71	4.11	2.7e-05	25	192	9044	187692	496	pentazocine lactate	pain	25	79	1.63	0.04	10.3	0.47	1	19	1148	35646	496	pentazocine lactate	pain	0	0	25.46	1	0	7	417	15257	496	pentazocine lactate	pain	2.19	0.05	14.45	0.38	1	14	865	26567	496	pentazocine lactate	pain	0.41	1.50681778511285	1.02	0.69	-0.01	0	0	-0.16	0.06	0.01
497	acetylcholine chloride	0	0	1.51	0.18	0	116	185424	8678799	497	acetylcholine chloride	adverse event	0	0	300.46	1	0	2	19	1046	497	acetylcholine chloride	adverse event	34.5	75.5	0	0	310.51	1	0	2	5	263	497	acetylcholine chloride	adverse event	0	0	3934.8	1	0	2	1	214	497	acetylcholine chloride	adverse event	0	0	Inf	1	0	0	5	156	497	acetylcholine chloride	adverse event	-11.2	1.3674196065681e-05	1696.73	0.99	0	0.02	0.92	-1.93	1.1	0.08
499	pipobroman	0	0	1	0.056	0	174	185424	8678741	499	pipobroman	essential thrombocythaemia	0	0	17.78	1	0	45	8	1324	499	pipobroman	essential thrombocythaemia	37.9	70.9	0	0	Inf	1	0	1	0	137	499	pipobroman	essential thrombocythaemia	0	0	Inf	1	0	1	0	148	499	pipobroman	essential thrombocythaemia	0	0	Inf	1	0	0	2	203	499	pipobroman	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
500	deferoxamine mesylate	0.55	0.33	0.88	0.0095	18	1524	185406	8677391	500	deferoxamine mesylate	iron overload	0.72	0.08	2.78	1	2	473	44	7509	500	deferoxamine mesylate	iron overload	82.5	82.5	0	0	Inf	1	0	0	0	0	500	deferoxamine mesylate	iron overload	0	0	119.01	1	0	26	2	570	500	deferoxamine mesylate	iron overload	0	0	Inf	1	0	36	0	591	500	deferoxamine mesylate	iron overload	-17.45	2.63974083545825e-08	12553.65	1	0.15	0.09	0.11	18.35	4165.87	1
501	furosemide	1.2	1.17	1.24	1.9e-40	5746	224552	179678	8454363	501	furosemide	hypertension	0.97	0.89	1.05	0.4	684	28570	7141	288113	501	furosemide	hypertension	36.8	82.7	0.57	0.43	0.75	1.1e-05	59	5612	1043	56895	501	furosemide	hypertension	0.41	0.25	0.64	1.3e-05	20	3219	429	28312	501	furosemide	hypertension	0.57	0.41	0.77	0.00013	43	3740	734	36175	501	furosemide	hypertension	-0.57	0.565525438699537	0.13	0	-0.02	0	0	-0.33	0.06	0
502	hydroxyurea	0.64	0.52	0.77	7.6e-07	107	7856	185317	8671059	502	hydroxyurea	chronic myeloid leukaemia	0.88	0.45	1.56	0.78	12	1095	507	40742	502	hydroxyurea	chronic myeloid leukaemia	28.3	79.1	0.86	0.1	3.22	1	2	182	113	8837	502	hydroxyurea	chronic myeloid leukaemia	1.6	0.19	6.2	0.37	2	135	52	5623	502	hydroxyurea	chronic myeloid leukaemia	0	0	2.38	0.41	0	100	75	4644	502	hydroxyurea	chronic myeloid leukaemia	-0.37	0.690734330637355	0.72	0.6	0	0.01	0.43	-0.52	0.18	0
503	ethambutol	0.38	0.28	0.51	2e-15	50	6110	185374	8672805	503	ethambutol	tuberculosis	0.61	0.19	1.71	0.36	6	1773	13	2325	503	ethambutol	tuberculosis	25.4	80.5	0.49	0.01	9.35	0.62	1	459	2	445	503	ethambutol	tuberculosis	0.83	0.01	65.19	1	1	343	1	284	503	ethambutol	tuberculosis	0	0	2.66	0.25	0	244	3	266	503	ethambutol	tuberculosis	-1.41	0.244143283153437	1.12	0.21	0	0.02	0.99	-0.52	0.92	0.57
504	betamethasone valerate	1.66	1.26	2.16	0.00034	58	1634	185366	8677281	504	betamethasone valerate	psoriasis	5.24	2.57	9.63	1.7e-05	11	178	1896	160796	504	betamethasone valerate	psoriasis	25.5	76.4	1.28	0.03	7.49	0.55	1	52	657	43795	504	betamethasone valerate	psoriasis	2.33	0.06	14.1	0.36	1	30	303	21159	504	betamethasone valerate	psoriasis	2.77	0.07	17.11	0.31	1	23	427	27166	504	betamethasone valerate	psoriasis	0.9	2.45960311115695	0.72	0.21	0.01	0	0.01	-0.09	0.08	0.23
505	azathioprine	0.61	0.56	0.67	1.9e-31	492	37523	184932	8641392	505	azathioprine	crohn s disease	1.07	0.9	1.27	0.4	153	14441	1313	132882	505	azathioprine	crohn s disease	16.1	72.4	1.62	1.12	2.28	0.0082	38	2758	269	31554	505	azathioprine	crohn s disease	1.77	0.99	2.99	0.033	17	1163	106	12860	505	azathioprine	crohn s disease	1.73	1.12	2.6	0.011	28	1860	192	22122	505	azathioprine	crohn s disease	0.56	1.7506725002961	0.16	0	0	0	0.58	-0.04	0.11	0.7
506	flumethasone pivalate	1.27	0.03	7.5	0.55	1	37	185423	8678878	506	flumethasone pivalate	insomnia	0	0	14.31	1	0	7	3262	67262	506	flumethasone pivalate	insomnia	28	82.8	0	0	Inf	1	0	0	528	12495	506	flumethasone pivalate	insomnia	0	0	1045.22	1	0	1	200	5448	506	flumethasone pivalate	insomnia	0	0	Inf	1	0	0	388	8781	506	flumethasone pivalate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
507	acetaminophen	2.25	2.21	2.29	0	15339	334551	170085	8344364	507	acetaminophen	pain	1.81	1.74	1.89	6.5e-155	3712	51938	5357	135946	507	acetaminophen	pain	25	79	1.33	1.17	1.51	9.1e-06	383	9733	766	25932	507	acetaminophen	pain	1.27	1.02	1.58	0.027	127	3906	290	11358	507	acetaminophen	pain	1.38	1.2	1.6	1.1e-05	309	7613	557	18968	507	acetaminophen	pain	0.31	1.36342511413218	0.06	0	-0.01	0	0	-0.15	0.06	0.01
508	propranolol	2.36	2.24	2.49	1.3e-179	1489	29614	183935	8649301	508	propranolol	hypertension	1.72	1.44	2.03	4.8e-09	144	3423	7681	313260	508	propranolol	hypertension	36.8	82.7	2.2	1.35	3.42	0.0016	21	546	1081	61961	508	propranolol	hypertension	3.11	1.39	6.08	0.0035	9	206	440	31325	508	propranolol	hypertension	1.6	0.84	2.79	0.11	13	419	764	39496	508	propranolol	hypertension	0.57	1.76826705143374	0.22	0.01	-0.02	0	0	-0.33	0.06	0
509	triamcinolone hexacetonide	3.84	1.2	9.45	0.012	5	61	185419	8678854	509	triamcinolone hexacetonide	juvenile idiopathic arthritis	0	0	66.94	1	0	7	81	7695	509	triamcinolone hexacetonide	juvenile idiopathic arthritis	6.5	23.5	0	0	2876.36	1	0	1	45	3474	509	triamcinolone hexacetonide	juvenile idiopathic arthritis	0	0	3531.78	1	0	1	13	1245	509	triamcinolone hexacetonide	juvenile idiopathic arthritis	0	0	220.95	1	0	3	38	3418	509	triamcinolone hexacetonide	juvenile idiopathic arthritis	-11.04	1.60468177351501e-05	727.68	0.99	0	0.01	0.95	-0.06	0.32	0.85
510	thiothixene	3.88	3.1	4.82	4.2e-25	90	1085	185334	8677830	510	thiothixene	schizophrenia	4.76	3.04	7.16	5.1e-10	26	280	1162	59571	510	thiothixene	schizophrenia	18.4	68	0	0	31.95	1	0	6	204	7630	510	thiothixene	schizophrenia	0	0	Inf	1	0	0	128	5316	510	thiothixene	schizophrenia	0	0	28.69	1	0	6	100	3337	510	thiothixene	schizophrenia	-11.13	1.4665687152517e-05	359.74	0.98	-0.01	0	0	-0.26	0.14	0.06
511	carbamazepine	1.71	1.63	1.8	2.5e-82	1566	42982	183858	8635933	511	carbamazepine	epilepsy	1.32	1.14	1.52	0.00022	253	8559	818	36436	511	carbamazepine	epilepsy	14.9	74.1	0.94	0.6	1.42	0.84	29	1052	132	4507	511	carbamazepine	epilepsy	1.32	0.72	2.31	0.29	17	612	61	2903	511	carbamazepine	epilepsy	0.78	0.4	1.41	0.49	13	661	88	3478	511	carbamazepine	epilepsy	0	1	0.2	0.99	0.01	0	0.06	-0.1	0.15	0.53
512	nitrofurantoin, macrocrystalline	2.2	2.01	2.39	4e-58	550	11740	184874	8667175	512	nitrofurantoin, macrocrystalline	urinary tract infection	0.78	0.56	1.06	0.11	45	2265	445	17428	512	nitrofurantoin, macrocrystalline	urinary tract infection	22.2	79.5	0.38	0.15	0.81	0.0067	7	569	105	3210	512	nitrofurantoin, macrocrystalline	urinary tract infection	0	0	2.46	0.4	0	84	23	1164	512	nitrofurantoin, macrocrystalline	urinary tract infection	0.39	0.15	0.84	0.012	7	587	96	3120	512	nitrofurantoin, macrocrystalline	urinary tract infection	-1.05	0.349937749111155	0.39	0.01	-0.03	0	0	-0.26	0.24	0.28
513	medrysone	0	0	39.79	1	0	6	185424	8678909	513	medrysone	carcinoid tumour	0	0	54.57	1	0	5	61	2995	513	medrysone	carcinoid tumour	30.8	65.6	0	0	Inf	1	0	0	16	268	513	medrysone	carcinoid tumour	0	0	174.35	1	0	2	9	279	513	medrysone	carcinoid tumour	0	0	Inf	1	0	0	12	313	513	medrysone	carcinoid tumour	-11.27	1.27497359038232e-05	1029.12	0.99	-0.09	0.02	0	-0.38	0.47	0.42
514	naloxone	2.9	2.73	3.08	7.9e-193	1108	17949	184316	8660966	514	naloxone	drug dependence	1.41	1.17	1.71	3e-04	345	6207	174	4412	514	naloxone	drug dependence	23	61	0.75	0.44	1.3	0.28	45	1185	24	472	514	naloxone	drug dependence	0.72	0.36	1.48	0.39	22	700	16	366	514	naloxone	drug dependence	0.82	0.4	1.79	0.59	31	694	12	221	514	naloxone	drug dependence	-0.27	0.763379494336853	0.24	0.26	0	0.01	0.66	-0.31	0.23	0.18
515	cholestyramine	2.2	1.92	2.5	8e-26	235	5012	185189	8673903	515	cholestyramine	crohn s disease	1.23	0.63	2.16	0.42	12	985	1454	146338	515	cholestyramine	crohn s disease	16.1	72.4	2.29	0.61	6.01	0.1	4	197	303	34115	515	cholestyramine	crohn s disease	1.27	0.03	7.39	0.55	1	90	122	13933	515	cholestyramine	crohn s disease	2.58	0.52	7.8	0.12	3	128	217	23854	515	cholestyramine	crohn s disease	0.71	2.03399125864675	0.51	0.17	0	0	0.72	-0.04	0.11	0.71
516	norgestrel	3.46	2.86	4.15	9.1e-30	125	1694	185299	8677221	516	norgestrel	contraception	0.72	0.44	1.13	0.17	20	661	6251	149703	516	norgestrel	contraception	19	42	1.32	0.26	4.21	0.5	3	35	1543	23823	516	norgestrel	contraception	0	0	Inf	1	0	0	1	21	516	norgestrel	contraception	1.15	0.23	3.61	0.75	3	43	1757	29041	516	norgestrel	contraception	0.17	1.18530485132037	0.6	0.78	-0.01	0	0	-0.3	1.02	0.77
517	dexamethasone acetate	0.84	0.42	1.52	0.67	11	610	185413	8678305	517	dexamethasone acetate	prophylaxis	0	0	1.36	0.12	0	168	1677	102985	517	dexamethasone acetate	prophylaxis	27	79.5	0	0	36.54	1	0	10	284	23165	517	dexamethasone acetate	prophylaxis	0	0	55.14	1	0	9	127	13674	517	dexamethasone acetate	prophylaxis	0	0	114.99	1	0	4	190	14366	517	dexamethasone acetate	prophylaxis	-10.02	4.45009509214075e-05	243.91	0.97	-0.01	0	0.01	-0.33	0.12	0
518	calcium chloride	1.47	1.25	1.72	4.5e-06	164	5219	185260	8673696	518	calcium chloride	prophylaxis	1.09	0.35	2.59	0.81	5	281	1672	102872	518	calcium chloride	prophylaxis	27	79.5	0	0	5.29	1	0	59	284	23116	518	calcium chloride	prophylaxis	0	0	10.81	1	0	39	127	13644	518	calcium chloride	prophylaxis	0	0	11.62	1	0	26	190	14344	518	calcium chloride	prophylaxis	-12.05	5.84455558086657e-06	296.64	0.97	-0.01	0	0.01	-0.33	0.12	0
519	sodium lactate	0.86	0.57	1.23	0.49	29	1585	185395	8677330	519	sodium lactate	prophylaxis	2.54	0.68	6.73	0.079	4	97	1673	103056	519	sodium lactate	prophylaxis	27	79.5	0	0	6.27	1	0	50	284	23125	519	sodium lactate	prophylaxis	0	0	11.42	1	0	37	127	13646	519	sodium lactate	prophylaxis	0	0	12.11	1	0	25	190	14345	519	sodium lactate	prophylaxis	-12.09	5.61538727863537e-06	303.86	0.97	-0.01	0	0.01	-0.33	0.12	0
520	liotrix\>	2.73	2.22	3.32	2.8e-18	105	1803	185319	8677112	520	liotrix\>	hypertension	3.68	2.59	5.1	2.4e-11	40	441	7785	316242	520	liotrix\>	hypertension	36.8	82.7	0	0	15.83	1	0	15	1102	62492	520	liotrix\>	hypertension	0	0	169.79	1	0	3	449	31528	520	liotrix\>	hypertension	0	0	16.88	1	0	13	777	39902	520	liotrix\>	hypertension	-9.43	8.02791999364078e-05	133.23	0.94	-0.02	0	0	-0.33	0.06	0
522	invert sugar	0	0	12.13	1	0	16	185424	8678899	522	invert sugar	pneumonia	0	0	2091.44	1	0	1	320	17739	522	invert sugar	pneumonia	42	76.5	0	0	2325.33	1	0	1	31	1917	522	invert sugar	pneumonia	0	0	Inf	1	0	0	8	1636	522	invert sugar	pneumonia	0	0	1823.94	1	0	1	36	1732	522	invert sugar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
523	flurazepam	3.93	3.38	4.55	1.1e-52	194	2313	185230	8676602	523	flurazepam	pain	9.74	7.22	13.02	6.8e-39	70	150	8999	187734	523	flurazepam	pain	25	79	1.63	0.04	10.3	0.47	1	19	1148	35646	523	flurazepam	pain	12.22	0.23	151.94	0.1	1	3	416	15261	523	flurazepam	pain	0	0	7.45	1	0	17	866	26564	523	flurazepam	pain	0.44	1.55270721851134	1.03	0.67	-0.01	0	0	-0.16	0.06	0.01
524	fluphenazine decanoate	2.14	1.61	2.8	6.7e-07	56	1226	185368	8677689	524	fluphenazine decanoate	schizophrenia	0.15	0	0.86	0.025	1	327	1187	59524	524	fluphenazine decanoate	schizophrenia	18.4	68	0	0	3.13	0.63	0	46	204	7590	524	fluphenazine decanoate	schizophrenia	0	0	4.95	1	0	33	128	5283	524	fluphenazine decanoate	schizophrenia	0	0	7.24	1	0	19	100	3324	524	fluphenazine decanoate	schizophrenia	-12.93	2.42422178131667e-06	331.67	0.97	-0.01	0	0	-0.25	0.14	0.06
526	pentazocine	1.88	1.42	2.44	1.4e-05	59	1470	185365	8677445	526	pentazocine	pain	3.56	2.35	5.23	1.5e-08	31	181	9038	187703	526	pentazocine	pain	25	79	3.66	0.41	15.43	0.12	2	17	1147	35648	526	pentazocine	pain	0	0	40.08	1	0	5	417	15259	526	pentazocine	pain	4.39	0.48	19.17	0.089	2	14	864	26567	526	pentazocine	pain	1.08	2.94467955106552	0.75	0.15	-0.01	0	0	-0.16	0.06	0.01
