results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	count	count_change	count_label
1606	raltegravir potassium	0.65	0.36	1.09	0.13	14	8826	21566	8833933	1606	raltegravir potassium	hiv infection	0.99	0.46	1.9	1	10	5892	91	52898	1606	raltegravir potassium	hiv infection	26.2	56.8	1.88	0.45	6	0.28	4	862	14	5668	1606	raltegravir potassium	hiv infection	1.12	0.21	4.01	0.75	3	936	14	4871	1606	raltegravir potassium	hiv infection	2.35	0.05	23.83	0.4	1	334	4	3140	1606	raltegravir potassium	hiv infection	0.32	1.37712776433596	0.56	0.57	-0.02	0.01	0.15	0.85	0.52	0.1	65	497	464
1803	rifabutin	3.83	1.98	6.72	0.00011	12	1283	21568	8841476	1803	rifabutin	hiv infection	15.68	7.22	30.47	3.2e-09	10	409	91	58381	1803	rifabutin	hiv infection	26.2	56.8	30.79	5.51	114.89	0.00023	3	42	15	6488	1803	rifabutin	hiv infection	29.31	5.21	110.84	0.00027	3	42	14	5765	1803	rifabutin	hiv infection	0	0	472.02	1	0	9	5	3465	1803	rifabutin	hiv infection	3.28	26.575772699874	0.64	0	-0.02	0.01	0.14	0.77	0.52	0.14	65	497	464
1980	rilpivirine	0.5	0.06	1.81	0.45	2	1638	21578	8841121	1980	rilpivirine	hiv infection	1.18	0.14	4.39	0.69	2	988	99	57802	1980	rilpivirine	hiv infection	26.2	56.8	1.18	0.03	7.61	0.58	1	309	17	6221	1980	rilpivirine	hiv infection	1.03	0.02	6.65	1	1	333	16	5474	1980	rilpivirine	hiv infection	0	0	27.22	1	0	135	5	3339	1980	rilpivirine	hiv infection	-0.17	0.843664816596384	1.03	0.87	-0.02	0.01	0.16	0.87	0.52	0.09	65	497	464
1243	ritonavir	0.85	0.68	1.04	0.13	90	43456	21490	8799303	1243	ritonavir	hiv infection	0.94	0.62	1.41	0.77	47	28284	54	30506	1243	ritonavir	hiv infection	26.2	56.8	0.48	0.12	1.53	0.23	4	2435	14	4095	1243	ritonavir	hiv infection	0.64	0.15	2.09	0.61	4	1877	13	3930	1243	ritonavir	hiv infection	0	0	1.44	0.074	0	1499	5	1975	1243	ritonavir	hiv infection	-0.9	0.406569659740599	0.56	0.1	-0.02	0.01	0.15	0.78	0.52	0.13	65	497	464
1296	saquinavir	1.53	0.61	3.15	0.24	7	1878	21573	8840881	1296	saquinavir	hiv infection	1.51	0.31	4.56	0.46	3	1168	98	57622	1296	saquinavir	hiv infection	26.2	56.8	5.85	0.14	38.42	0.17	1	65	17	6465	1296	saquinavir	hiv infection	6.19	0.15	41.17	0.16	1	58	16	5749	1296	saquinavir	hiv infection	0	0	164.28	1	0	24	5	3450	1296	saquinavir	hiv infection	1.65	5.20697982717985	1.03	0.11	-0.02	0.01	0.15	0.86	0.52	0.1	65	497	464
1232	saquinavir mesylate	0.73	0.09	2.63	1	2	1129	21578	8841630	1232	saquinavir mesylate	hiv infection	0	0	3.27	0.63	0	664	101	58126	1232	saquinavir mesylate	hiv infection	26.2	56.8	0	0	37.44	1	0	41	18	6489	1232	saquinavir mesylate	hiv infection	0	0	49.24	1	0	30	17	5777	1232	saquinavir mesylate	hiv infection	0	0	180.03	1	0	22	5	3452	1232	saquinavir mesylate	hiv infection	-12.55	3.54490215219015e-06	889.15	0.99	-0.02	0.01	0.16	0.87	0.52	0.1	65	497	464
1249	sparfloxacin	6.61	0.16	38.21	0.14	1	62	21579	8842697	1249	sparfloxacin	hiv infection	0	0	90.19	1	0	26	101	58764	1249	sparfloxacin	hiv infection	26.2	56.8	0	0	Inf	1	0	0	18	6530	1249	sparfloxacin	hiv infection	0	0	Inf	1	0	0	17	5807	1249	sparfloxacin	hiv infection	0	0	Inf	1	0	0	5	3474	1249	sparfloxacin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	497	464
1166	stavudine	0.37	0.15	0.77	0.0035	7	7667	21573	8835092	1166	stavudine	hiv infection	0.63	0.22	1.42	0.38	6	5385	95	53405	1166	stavudine	hiv infection	26.2	56.8	1.19	0.03	7.66	0.58	1	307	17	6223	1166	stavudine	hiv infection	0	0	7.51	1	0	183	17	5624	1166	stavudine	hiv infection	3.54	0.07	35.97	0.29	1	229	4	3245	1166	stavudine	hiv infection	0.01	1.01005016708417	1.03	0.99	-0.02	0.01	0.16	0.87	0.52	0.1	65	497	464
19	sulfadiazine	0	0	1.23	0.083	0	1230	21580	8841529	19	sulfadiazine	hiv infection	0	0	17.15	1	0	129	101	58661	19	sulfadiazine	hiv infection	26.2	56.8	0	0	328.49	1	0	6	18	6524	19	sulfadiazine	hiv infection	0	0	216.17	1	0	8	17	5799	19	sulfadiazine	hiv infection	0	0	2044.2	1	0	3	5	3471	19	sulfadiazine	hiv infection	-10.7	2.25449379132122e-05	712.28	0.99	-0.02	0.01	0.16	0.87	0.52	0.1	65	497	464
819	sulfadoxine	0	0	4.68	1	0	325	21580	8842434	819	sulfadoxine	hiv infection	0	0	44.42	1	0	51	101	58739	819	sulfadoxine	hiv infection	26.2	56.8	0	0	2032.66	1	0	2	18	6528	819	sulfadoxine	hiv infection	0	0	554.95	1	0	4	17	5803	819	sulfadoxine	hiv infection	0	0	16384	1	0	1	5	3473	819	sulfadoxine	hiv infection	-10.72	2.20985182323137e-05	1052.13	0.99	-0.02	0.01	0.16	0.87	0.52	0.1	65	497	464
1664	tenofovir	0.79	0.53	1.13	0.22	29	15117	21551	8827642	1664	tenofovir	hiv infection	1.41	0.84	2.29	0.18	22	9697	79	49093	1664	tenofovir	hiv infection	26.2	56.8	1.68	0.52	4.84	0.27	6	1498	12	5032	1664	tenofovir	hiv infection	1.25	0.3	4.05	0.76	4	1148	13	4659	1664	tenofovir	hiv infection	12.2	1.21	599.75	0.015	4	857	1	2617	1664	tenofovir	hiv infection	0.77	2.15976625378492	0.44	0.08	-0.02	0.01	0.16	0.91	0.52	0.08	65	497	464
2141	tenofovir alafenamide fumarate	1.23	0.03	6.88	0.56	1	334	21579	8842425	2141	tenofovir alafenamide fumarate	hiv infection	0	0	15.56	1	0	142	101	58648	2141	tenofovir alafenamide fumarate	hiv infection	26.2	56.8	0	0	20.86	1	0	72	18	6458	2141	tenofovir alafenamide fumarate	hiv infection	0	0	16.42	1	0	86	17	5721	2141	tenofovir alafenamide fumarate	hiv infection	0	0	145.51	1	0	27	5	3447	2141	tenofovir alafenamide fumarate	hiv infection	-13.52	1.34381227763152e-06	1001.47	0.99	-0.02	0.01	0.16	0.87	0.52	0.09	65	497	464
2162	tenofovir disoproxil	0.54	0.27	0.96	0.034	11	8383	21569	8834376	2162	tenofovir disoproxil	hiv infection	0.76	0.3	1.63	0.6	7	5248	94	53542	2162	tenofovir disoproxil	hiv infection	26.2	56.8	0.35	0.01	2.25	0.5	1	937	17	5593	2162	tenofovir disoproxil	hiv infection	0	0	1.72	0.25	0	718	17	5089	2162	tenofovir disoproxil	hiv infection	3.59	0.3	31.41	0.18	2	544	3	2930	2162	tenofovir disoproxil	hiv infection	-0.41	0.663650250136319	0.74	0.58	-0.02	0.01	0.16	0.85	0.52	0.1	65	497	464
1452	tenofovir disoproxil fumarate	0.87	0.69	1.08	0.22	83	39051	21497	8803708	1452	tenofovir disoproxil fumarate	hiv infection	1.28	0.84	1.92	0.23	47	23839	54	34951	1452	tenofovir disoproxil fumarate	hiv infection	26.2	56.8	0.98	0.35	2.8	1	9	3293	9	3237	1452	tenofovir disoproxil fumarate	hiv infection	0.87	0.29	2.55	0.81	8	2934	9	2873	1452	tenofovir disoproxil fumarate	hiv infection	1.83	0.21	21.95	0.66	3	1564	2	1910	1452	tenofovir disoproxil fumarate	hiv infection	0.03	1.03045453395352	0.43	0.94	-0.02	0.01	0.16	0.86	0.52	0.1	65	497	464
1539	tipranavir	1.15	0.46	2.37	0.68	7	2497	21573	8840262	1539	tipranavir	hiv infection	1.19	0.32	3.15	0.58	4	1969	97	56821	1539	tipranavir	hiv infection	26.2	56.8	0	0	45.6	1	0	34	18	6496	1539	tipranavir	hiv infection	0	0	72.07	1	0	21	17	5786	1539	tipranavir	hiv infection	0	0	199.2	1	0	20	5	3454	1539	tipranavir	hiv infection	-12.44	3.95709653441233e-06	1006.58	0.99	-0.02	0.01	0.16	0.86	0.52	0.1	65	497	464
594	trimethoprim	0.95	0.8	1.11	0.52	150	64955	21430	8777804	594	trimethoprim	hiv infection	0.71	0.28	1.51	0.5	7	5606	94	53184	594	trimethoprim	hiv infection	26.2	56.8	0	0	4.3	1	0	330	18	6200	594	trimethoprim	hiv infection	0	0	4.46	1	0	301	17	5506	594	trimethoprim	hiv infection	0	0	27.22	1	0	135	5	3339	594	trimethoprim	hiv infection	-14.63	4.42865378096327e-07	839.43	0.99	-0.02	0.01	0.15	0.88	0.52	0.09	65	497	464
72	trisulfapyrimidines\>	0	0	1.23	0.083	0	1233	21580	8841526	72	trisulfapyrimidines\>	hiv infection	0	0	17.15	1	0	129	101	58661	72	trisulfapyrimidines\>	hiv infection	26.2	56.8	0	0	328.49	1	0	6	18	6524	72	trisulfapyrimidines\>	hiv infection	0	0	216.17	1	0	8	17	5799	72	trisulfapyrimidines\>	hiv infection	0	0	2044.2	1	0	3	5	3471	72	trisulfapyrimidines\>	hiv infection	-10.7	2.25449379132122e-05	712.28	0.99	-0.02	0.01	0.16	0.87	0.52	0.1	65	497	464
1113	zalcitabine	4.24	0.87	12.51	0.036	3	290	21577	8842469	1113	zalcitabine	hiv infection	0	0	10.37	1	0	212	101	58578	1113	zalcitabine	hiv infection	26.2	56.8	0	0	84.92	1	0	19	18	6511	1113	zalcitabine	hiv infection	0	0	65.33	1	0	23	17	5784	1113	zalcitabine	hiv infection	0	0	958.21	1	0	5	5	3469	1113	zalcitabine	hiv infection	-11.73	8.04869976061602e-06	741.1	0.99	-0.02	0.01	0.16	0.87	0.52	0.09	65	497	464
996	zidovudine	0.4	0.25	0.6	6.8e-07	22	22619	21558	8820140	996	zidovudine	hiv infection	0.22	0.08	0.49	1.2e-05	6	13330	95	45460	996	zidovudine	hiv infection	26.2	56.8	0	0	1.7	0.26	0	772	18	5758	996	zidovudine	hiv infection	0	0	2.54	0.39	0	508	17	5299	996	zidovudine	hiv infection	0	0	4.89	0.59	0	635	5	2839	996	zidovudine	hiv infection	-15.72	1.48898644607654e-07	851.41	0.99	-0.03	0.01	0.08	0.77	0.52	0.13	65	497	464
21	alcohol	4.27	3.48	5.19	1.7e-32	103	9923	21477	8832836	21	alcohol	depression	2.59	1.75	3.69	3.2e-06	32	807	3115	203202	21	alcohol	depression	17	75	1.86	0.05	10.92	0.42	1	50	338	31453	21	alcohol	depression	3.37	0.08	21.16	0.27	1	22	147	10914	21	alcohol	depression	0	0	12.44	1	0	35	232	25788	21	alcohol	depression	0.34	1.40494759056359	1.01	0.74	-0.02	0	0	0.38	0.11	0	52	549	523
731	amoxapine	3.75	1.21	8.8	0.012	5	547	21575	8842212	731	amoxapine	depression	0	0	1.31	0.12	0	185	3147	203824	731	amoxapine	depression	17	75	0	0	79.14	1	0	6	339	31497	731	amoxapine	depression	0	0	112.51	1	0	4	148	10932	731	amoxapine	depression	0	0	268.51	1	0	3	232	25820	731	amoxapine	depression	-9.06	0.000116222976585415	201.21	0.96	-0.02	0	0	0.38	0.11	0	52	549	523
1472	aripiprazole	11.5	10.9	12.11	0	1532	58392	20048	8784367	1472	aripiprazole	depression	2.15	1.89	2.45	3.3e-26	261	8222	2886	195787	1472	aripiprazole	depression	17	75	1.38	0.86	2.11	0.13	23	1582	316	29921	1472	aripiprazole	depression	1.76	0.91	3.14	0.061	13	567	135	10369	1472	aripiprazole	depression	1.53	0.87	2.52	0.093	17	1268	215	24555	1472	aripiprazole	depression	0.39	1.47698079388264	0.19	0.04	-0.02	0	0	0.38	0.11	0	52	549	523
832	bupropion	5	4.68	5.33	0	977	83070	20603	8759689	832	bupropion	depression	0.97	0.87	1.09	0.67	340	22586	2807	181423	832	bupropion	depression	17	75	0.83	0.55	1.21	0.37	30	3305	309	28198	832	bupropion	depression	0.76	0.36	1.45	0.46	10	952	138	9984	832	bupropion	depression	0.86	0.51	1.37	0.58	20	2549	212	23274	832	bupropion	depression	-0.2	0.818730753077982	0.19	0.28	-0.02	0	0	0.38	0.11	0	52	549	523
370	chlordiazepoxide	3.77	2.78	4.99	2.3e-14	49	5339	21531	8837420	370	chlordiazepoxide	depression	1.63	0.84	2.88	0.095	12	478	3135	203531	370	chlordiazepoxide	depression	17	75	3.38	0.68	10.31	0.064	3	83	336	31420	370	chlordiazepoxide	depression	3.91	0.09	24.91	0.24	1	19	147	10917	370	chlordiazepoxide	depression	3.11	0.37	11.78	0.14	2	72	230	25751	370	chlordiazepoxide	depression	1.27	3.56085256235552	0.59	0.03	-0.02	0	0	0.38	0.11	0	52	549	523
392	chlorprothixene	7.41	2.7	16.3	0.00021	6	332	21574	8842427	392	chlorprothixene	depression	2.88	0.34	11.04	0.16	2	45	3145	203964	392	chlorprothixene	depression	17	75	0	0	101.87	1	0	5	339	31498	392	chlorprothixene	depression	0	0	2757.66	1	0	1	148	10935	392	chlorprothixene	depression	0	0	169.86	1	0	4	232	25819	392	chlorprothixene	depression	-9.18	0.000103080533149705	238.44	0.97	-0.02	0	0	0.38	0.11	0	52	549	523
1293	citalopram	3.52	3.26	3.79	6.3e-171	730	87097	20850	8755662	1293	citalopram	depression	0.81	0.71	0.93	0.0016	254	19840	2893	184169	1293	citalopram	depression	17	75	0.77	0.5	1.14	0.21	27	3184	312	28319	1293	citalopram	depression	1.31	0.77	2.12	0.28	20	1165	128	9771	1293	citalopram	depression	0.52	0.27	0.91	0.016	13	2648	219	23175	1293	citalopram	depression	-0.19	0.826959133943362	0.18	0.3	-0.02	0	0	0.38	0.11	0	52	549	523
1045	clomipramine	6.46	5.14	8.03	1.5e-38	83	5281	21497	8837478	1045	clomipramine	depression	1.56	1.05	2.25	0.021	30	1247	3117	202762	1045	clomipramine	depression	17	75	2.28	0.61	6.01	0.11	4	164	335	31339	1045	clomipramine	depression	5.7	1.48	15.78	0.007	4	53	144	10883	1045	clomipramine	depression	0	0	3.09	0.64	0	135	232	25688	1045	clomipramine	depression	0.71	2.03399125864675	0.51	0.17	-0.02	0	0	0.38	0.11	0	52	549	523
631	clonazepam	7.7	7.31	8.11	0	1569	89090	20011	8753669	631	clonazepam	depression	2.03	1.81	2.27	5.6e-30	356	12073	2791	191936	631	clonazepam	depression	17	75	2.05	1.45	2.84	6.3e-05	43	2083	296	29420	631	clonazepam	depression	1.52	0.74	2.82	0.18	11	550	137	10386	631	clonazepam	depression	2.31	1.53	3.38	7.4e-05	32	1671	200	24152	631	clonazepam	depression	0.74	2.09593551449436	0.16	0	-0.02	0	0	0.4	0.11	0	52	549	523
583	clorazepate dipotassium	3.44	2.4	4.8	9.9e-10	35	4168	21545	8838591	583	clorazepate dipotassium	depression	1.01	0.4	2.09	0.85	7	451	3140	203558	583	clorazepate dipotassium	depression	17	75	0	0	9.51	1	0	38	339	31465	583	clorazepate dipotassium	depression	0	0	18.07	1	0	17	148	10919	583	clorazepate dipotassium	depression	0	0	14.65	1	0	30	232	25793	583	clorazepate dipotassium	depression	-10.88	1.88311150570227e-05	211.13	0.96	-0.02	0	0	0.38	0.11	0	52	549	523
445	desipramine	5.19	2.83	8.75	1.1e-06	14	1106	21566	8841653	445	desipramine	depression	2.93	1.25	5.92	0.0078	8	177	3139	203832	445	desipramine	depression	17	75	0	0	13.14	1	0	28	339	31475	445	desipramine	depression	0	0	112.51	1	0	4	148	10932	445	desipramine	depression	0	0	15.19	1	0	29	232	25794	445	desipramine	depression	-10.76	2.12320229385221e-05	252.49	0.97	-0.02	0	0	0.38	0.11	0	52	549	523
2044	desvenlafaxine	7.58	4.31	12.39	1.2e-09	16	865	21564	8841894	2044	desvenlafaxine	depression	1.73	0.55	4.1	0.22	5	188	3142	203821	2044	desvenlafaxine	depression	17	75	0	0	5.44	1	0	65	339	31438	2044	desvenlafaxine	depression	12.54	2.34	43.64	0.0026	3	18	145	10918	2044	desvenlafaxine	depression	0	0	8.75	1	0	49	232	25774	2044	desvenlafaxine	depression	1.38	3.97490162749475	0.59	0.02	-0.02	0	0	0.38	0.11	0	52	549	523
2077	desvenlafaxine fumarate	7.62	4.33	12.45	1.1e-09	16	861	21564	8841898	2077	desvenlafaxine fumarate	depression	1.74	0.56	4.15	0.22	5	186	3142	203823	2077	desvenlafaxine fumarate	depression	17	75	0	0	5.53	1	0	64	339	31439	2077	desvenlafaxine fumarate	depression	12.54	2.34	43.64	0.0026	3	18	145	10918	2077	desvenlafaxine fumarate	depression	0	0	8.94	1	0	48	232	25775	2077	desvenlafaxine fumarate	depression	1.39	4.0148500529942	0.59	0.02	-0.02	0	0	0.38	0.11	0	52	549	523
1575	desvenlafaxine succinate	4.88	4.27	5.54	4.5e-84	241	20436	21339	8822323	1575	desvenlafaxine succinate	depression	0.86	0.7	1.04	0.12	113	8496	3034	195513	1575	desvenlafaxine succinate	depression	17	75	0.94	0.46	1.7	1	11	1090	328	30413	1575	desvenlafaxine succinate	depression	2.16	0.84	4.63	0.085	7	246	141	10690	1575	desvenlafaxine succinate	depression	0.95	0.41	1.92	1	8	931	224	24892	1575	desvenlafaxine succinate	depression	0.26	1.29693008666577	0.27	0.33	-0.02	0	0	0.39	0.11	0	52	549	523
541	doxepin	3.24	2.51	4.11	4.2e-16	68	8621	21512	8834138	541	doxepin	depression	0.7	0.37	1.2	0.24	13	1201	3134	202808	541	doxepin	depression	17	75	1.02	0.12	3.75	0.73	2	183	337	31320	541	doxepin	depression	2.07	0.24	7.88	0.26	2	72	146	10864	541	doxepin	depression	0.84	0.02	4.79	1	1	133	231	25690	541	doxepin	depression	0.38	1.46228458943422	0.58	0.52	-0.02	0	0	0.38	0.11	0	52	549	523
1469	duloxetine	4.83	4.55	5.13	0	1146	101406	20434	8741353	1469	duloxetine	depression	0.96	0.86	1.07	0.47	398	26717	2749	177292	1469	duloxetine	depression	17	75	1.29	0.98	1.68	0.061	72	5454	267	26049	1469	duloxetine	depression	1.09	0.66	1.73	0.72	22	1509	126	9427	1469	duloxetine	depression	1.55	1.12	2.1	0.0068	57	4492	175	21331	1469	duloxetine	depression	0.35	1.41906754859326	0.13	0.01	-0.02	0	0	0.4	0.11	0	52	549	523
1261	emedastine difumarate	0	0	47.01	1	0	34	21580	8842725	1261	emedastine difumarate	depression	0	0	70.76	1	0	5	3147	204004	1261	emedastine difumarate	depression	17	75	0	0	Inf	1	0	0	339	31503	1261	emedastine difumarate	depression	0	0	Inf	1	0	0	148	10936	1261	emedastine difumarate	depression	0	0	Inf	1	0	0	232	25823	1261	emedastine difumarate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
1443	escitalopram oxalate	5.67	5.31	6.06	0	933	69858	20647	8772901	1443	escitalopram oxalate	depression	1.39	1.24	1.55	2.7e-08	357	17206	2790	186803	1443	escitalopram oxalate	depression	17	75	1.06	0.7	1.56	0.76	29	2556	310	28947	1443	escitalopram oxalate	depression	1.94	1.16	3.12	0.0084	21	857	127	10079	1443	escitalopram oxalate	depression	0.64	0.34	1.13	0.15	13	2181	219	23642	1443	escitalopram oxalate	depression	0.12	1.12749685157938	0.18	0.52	-0.02	0	0	0.38	0.11	0	52	549	523
889	fluoxetine	5.47	5.12	5.83	0	998	77724	20582	8765035	889	fluoxetine	depression	1.23	1.09	1.38	0.00048	346	18635	2801	185374	889	fluoxetine	depression	17	75	0.83	0.55	1.22	0.37	30	3285	309	28218	889	fluoxetine	depression	1.05	0.57	1.8	0.78	15	1062	133	9874	889	fluoxetine	depression	0.82	0.49	1.31	0.45	20	2658	212	23165	889	fluoxetine	depression	-0.16	0.852143788966211	0.18	0.36	-0.02	0	0	0.38	0.11	0	52	549	523
1130	fluvoxamine maleate	10.88	8.94	13.12	4.9e-74	113	4277	21467	8838482	1130	fluvoxamine maleate	depression	2.51	1.8	3.41	1.8e-07	43	1119	3104	202890	1130	fluvoxamine maleate	depression	17	75	1.35	0.03	7.81	0.53	1	69	338	31434	1130	fluvoxamine maleate	depression	3.37	0.08	21.16	0.27	1	22	147	10914	1130	fluvoxamine maleate	depression	0	0	7.91	1	0	54	232	25769	1130	fluvoxamine maleate	depression	0.22	1.24607673058738	1.01	0.82	-0.02	0	0	0.38	0.11	0	52	549	523
246	hydroxyzine	3.39	2.99	3.82	1.3e-62	273	33338	21307	8809421	246	hydroxyzine	depression	1.72	1.34	2.17	2.8e-05	73	2783	3074	201226	246	hydroxyzine	depression	17	75	1.4	0.56	2.94	0.36	7	467	332	31036	246	hydroxyzine	depression	1.52	0.31	4.61	0.46	3	147	145	10789	246	hydroxyzine	depression	1.18	0.32	3.1	0.59	4	377	228	25446	246	hydroxyzine	depression	0.26	1.29693008666577	0.38	0.49	-0.02	0	0	0.38	0.11	0	52	549	523
336	imipramine	5.6	4.35	7.1	8.5e-29	69	5063	21511	8837696	336	imipramine	depression	1.35	0.79	2.15	0.21	18	867	3129	203142	336	imipramine	depression	17	75	1.01	0.03	5.81	1	1	92	338	31411	336	imipramine	depression	0	0	10.92	1	0	27	148	10909	336	imipramine	depression	1.36	0.03	7.86	0.52	1	82	231	25741	336	imipramine	depression	-0.04	0.960789439152323	1.01	0.97	-0.02	0	0	0.38	0.11	0	52	549	523
582	imipramine pamoate	0	0	9.26	1	0	165	21580	8842594	582	imipramine pamoate	depression	0	0	6.1	1	0	41	3147	203968	582	imipramine pamoate	depression	17	75	0	0	490.35	1	0	2	339	31501	582	imipramine pamoate	depression	0	0	2757.66	1	0	1	148	10935	582	imipramine pamoate	depression	0	0	4065.26	1	0	1	232	25822	582	imipramine pamoate	depression	-7.81	0.000405658047820157	228.66	0.97	-0.02	0	0	0.38	0.11	0	52	549	523
348	isocarboxazid	7.88	0.2	45.86	0.12	1	52	21579	8842707	348	isocarboxazid	depression	0	0	11.84	1	0	22	3147	203987	348	isocarboxazid	depression	17	75	0	0	224.24	1	0	3	339	31500	348	isocarboxazid	depression	0	0	398	1	0	2	148	10934	348	isocarboxazid	depression	0	0	268.51	1	0	3	232	25820	348	isocarboxazid	depression	-8.96	0.000128446253734388	236.23	0.97	-0.02	0	0	0.38	0.11	0	52	549	523
2050	levomilnacipran	4.09	1.64	8.47	0.002	7	702	21573	8842057	2050	levomilnacipran	depression	0.58	0.07	2.13	0.78	2	223	3145	203786	2050	levomilnacipran	depression	17	75	1.42	0.17	5.28	0.65	2	131	337	31372	2050	levomilnacipran	depression	3.24	0.38	12.61	0.13	2	46	146	10890	2050	levomilnacipran	depression	0	0	4.47	1	0	94	232	25729	2050	levomilnacipran	depression	0.28	1.32312981233744	0.71	0.7	-0.02	0	0	0.38	0.11	0	52	549	523
1795	loracarbef	0	0	12.38	1	0	124	21580	8842635	1795	loracarbef	depression	0	0	55.09	1	0	6	3147	204003	1795	loracarbef	depression	17	75	0	0	Inf	1	0	0	339	31503	1795	loracarbef	depression	0	0	Inf	1	0	0	148	10936	1795	loracarbef	depression	0	0	Inf	1	0	0	232	25823	1795	loracarbef	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
636	maprotiline	6.51	3.71	10.64	9.3e-09	16	1007	21564	8841752	636	maprotiline	depression	1.45	0.62	2.9	0.28	8	357	3139	203652	636	maprotiline	depression	17	75	0	0	14.22	1	0	26	339	31477	636	maprotiline	depression	0	0	81.14	1	0	5	148	10931	636	maprotiline	depression	0	0	17.81	1	0	25	232	25798	636	maprotiline	depression	-10.87	1.9020370909727e-05	264.84	0.97	-0.02	0	0	0.38	0.11	0	52	549	523
109	methantheline bromide	0	0	34.22	1	0	46	21580	8842713	109	methantheline bromide	depression	0	0	19.55	1	0	14	3147	203995	109	methantheline bromide	depression	17	75	0	0	Inf	1	0	0	339	31503	109	methantheline bromide	depression	0	0	Inf	1	0	0	148	10936	109	methantheline bromide	depression	0	0	Inf	1	0	0	232	25823	109	methantheline bromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
347	methdilazine	0	0	446.6	1	0	5	21580	8842754	347	methdilazine	depression	0	0	346.35	1	0	2	3147	204007	347	methdilazine	depression	17	75	0	0	Inf	1	0	0	339	31503	347	methdilazine	depression	0	0	Inf	1	0	0	148	10936	347	methdilazine	depression	0	0	Inf	1	0	0	232	25823	347	methdilazine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
2061	methylene blue	0	0	2.89	0.64	0	525	21580	8842234	2061	methylene blue	depression	0	0	2.49	0.41	0	98	3147	203911	2061	methylene blue	depression	17	75	0	0	14.83	1	0	25	339	31478	2061	methylene blue	depression	0	0	24.47	1	0	13	148	10923	2061	methylene blue	depression	0	0	31.2	1	0	15	232	25808	2061	methylene blue	depression	-11.05	1.58871492308885e-05	270.92	0.97	-0.02	0	0	0.38	0.11	0	52	549	523
1167	mirtazapine	6.07	5.58	6.6	4.7e-241	576	39756	21004	8803003	1167	mirtazapine	depression	1.3	1.12	1.49	0.00038	215	10905	2932	193104	1167	mirtazapine	depression	17	75	1.84	1.2	2.73	0.004	28	1466	311	30037	1167	mirtazapine	depression	1.78	1.02	2.95	0.036	18	789	130	10147	1167	mirtazapine	depression	1.42	0.74	2.49	0.24	13	1035	219	24788	1167	mirtazapine	depression	0.51	1.66529119494589	0.19	0.01	-0.02	0	0	0.36	0.11	0	52	549	523
584	molindone	21.02	5.59	56.04	5.3e-05	4	78	21576	8842681	584	molindone	depression	0	0	14.75	1	0	18	3147	203991	584	molindone	depression	17	75	0	0	Inf	1	0	0	339	31503	584	molindone	depression	0	0	2757.66	1	0	1	148	10935	584	molindone	depression	0	0	Inf	1	0	0	232	25823	584	molindone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	549	523
1100	nefazodone	7.29	5.41	9.62	1.2e-26	51	2872	21529	8839887	1100	nefazodone	depression	0.72	0.34	1.33	0.34	10	903	3137	203106	1100	nefazodone	depression	17	75	0	0	14.22	1	0	26	339	31477	1100	nefazodone	depression	0	0	33.25	1	0	10	148	10926	1100	nefazodone	depression	0	0	29.05	1	0	16	232	25807	1100	nefazodone	depression	-10.9	1.84582339957806e-05	284.52	0.97	-0.02	0	0	0.38	0.11	0	52	549	523
